customer_id,name,grade
18721,Ulva Fujiati,vvip
18722,Kajen Habibi,vvip
18723,Cici Kuswandari,customer
18724,Amelia Astuti,customer
18725,Amalia Suryatmi,vip
18726,Tiara Agustina,vvip
18727,Halima Oktaviani,vip
18729,Putri Mulyani,customer
18734,Argono Megantara,customer
18735,Keisha Suryatmi,customer
18736,Winda Lailasari,vip
18739,Warsita Prayoga,vvip
18740,Umay Santoso,vvip
18744,Juli Suryatmi,vip
18745,Nalar Santoso,customer
18746,Elma Haryanti,vip
18747,Tomi Thamrin,customer
18750,Yulia Suryatmi,customer
18753,Citra Suartini,customer
18754,Yahya Waluyo,customer
18756,Ida Usada,vvip
18760,Titin Hasanah,vvip
18765,Diana Astuti,customer
18767,Nadine Hasanah,customer
18770,Rina Hartati,vvip
18772,Bakda Pratama,vvip
18773,Lulut Sihotang,customer
18775,Raden Sihotang,customer
18778,Ayu Puspita,vvip
18779,Jarwadi Irawan,vip
18781,Hana Laksita,customer
18783,Ira Melani,vvip
18784,Dadi Marbun,vvip
18785,Lutfan Mustofa,customer
18787,Edi Thamrin,customer
18788,Usyi Padmasari,customer
18789,Maya Nasyidah,customer
18790,Adikara Nashiruddin,vvip
18794,Wage Sinaga,customer
18795,Galih Pangestu,vvip
18796,Julia Mardhiyah,customer
18798,Elisa Nurdiyanti,customer
18800,Asirwanda Sihombing,vip
18802,Dodo Situmorang,vvip
18806,Anastasia Palastri,vvip
18808,Bagas Nainggolan,customer
18809,Marsudi Permadi,vip
18811,Mulyanto Nababan,vvip
18814,Silvia Padmasari,vip
18815,Mahesa Nugroho,vip
18816,Cahya Anggriawan,vvip
18817,Melinda Puspasari,vvip
18820,Ellis Usada,customer
18821,Fathonah Nasyiah,vip
18823,Ihsan Budiyanto,customer
18828,Ajimin Setiawan,vvip
18829,Jamal Januar,vvip
18830,Unjani Usamah,vvip
18831,Galar Manullang,customer
18832,Luluh Hutapea,vvip
18833,Bahuwarna Wijaya,customer
18837,Juli Handayani,vip
18838,Kiandra Rahimah,vvip
18839,Puji Nasyidah,vvip
18845,Hari Marbun,vvip
18846,Kardi Damanik,vip
18847,Puspa Rahimah,customer
18850,Hana Andriani,customer
18857,Garda Putra,vvip
18863,Talia Widiastuti,vip
18864,Amelia Farida,vvip
18868,Widya Hastuti,vvip
18870,Wage Budiman,vip
18871,Indah Mardhiyah,vvip
18872,Aurora Pertiwi,customer
18876,Cici Rahimah,vvip
18877,Makuta Sitorus,vip
18879,Ghaliyati Novitasari,vip
18883,Ivan Budiman,customer
18884,Kenari Gunawan,customer
18885,Mala Wulandari,vip
18888,Azalea Permata,customer
18889,Nadia Namaga,vvip
18892,Rika Fujiati,customer
18893,Oskar Saputra,vvip
18896,Puput Purwanti,customer
18898,Martana Wasita,vvip
18900,Ana Usamah,customer
18901,Shania Susanti,vvip
18904,Iriana Hariyah,vip
18905,Tedi Wahyudin,customer
18907,Zalindra Purwanti,vip
18908,Betania Anggraini,vvip
18910,Diana Lestari,customer
18911,Taufan Marbun,vvip
18913,Baktiadi Simanjuntak,customer
18915,Cahyadi Januar,vip
18916,Kania Mandasari,vip
18917,Bahuwarna Dongoran,vip
18920,Hairyanto Prakasa,vip
18925,Maria Riyanti,customer
18929,Anom Kurniawan,vvip
18930,Darmaji Permadi,vvip
18936,Amelia Astuti,vip
18940,Fitriani Mulyani,customer
18942,Opung Prasasta,vvip
18943,Samiah Mayasari,vip
18944,Violet Usamah,vip
18945,Hilda Oktaviani,vvip
18946,Maimunah Rahayu,vip
18948,Ika Puspasari,customer
18950,Jais Utama,vip
18952,Alika Wahyuni,vip
18953,Narji Ramadan,vvip
18955,Rahayu Riyanti,customer
18956,Mala Rahimah,customer
18957,Calista Pudjiastuti,vip
18958,Unjani Anggraini,vvip
18960,Rina Agustina,vvip
18961,Melinda Permata,vvip
18962,Ophelia Sudiati,vvip
18964,Vanya Usamah,customer
18965,Suci Usada,vip
18966,Praba Saefullah,customer
18967,Luthfi Kurniawan,customer
18970,Langgeng Simanjuntak,customer
18971,Gatra Utama,vip
18974,Vanesa Widiastuti,customer
18975,Mutia Permata,vvip
18981,Unjani Hariyah,customer
18982,Zulfa Halimah,customer
18984,Calista Agustina,vvip
18985,Paiman Sinaga,vvip
18988,Gadang Hidayanto,vvip
18989,Bajragin Prakasa,vvip
18990,Cici Usamah,vip
18992,Jefri Damanik,vvip
18994,Zulfa Zulaika,customer
18996,Kusuma Waluyo,vip
18999,Ian Irawan,vip
19000,Putri Nuraini,customer
19001,Sabrina Suartini,customer
19003,Zahra Astuti,vvip
19005,Natalia Purwanti,vip
19006,Fitriani Permata,vip
19008,Ozy Nababan,customer
19009,Hamima Suartini,vip
19012,Iriana Kuswandari,customer
19015,Kartika Usamah,customer
19018,Galiono Saputra,customer
19020,Sarah Rahimah,vvip
19022,Zulfa Astuti,customer
19024,Estiawan Habibi,customer
19025,Maryadi Saptono,vvip
19026,Genta Kusmawati,vvip
19027,Belinda Agustina,vip
19028,Wasis Tarihoran,customer
19030,Kusuma Hutasoit,vvip
19032,Gabriella Namaga,vvip
19033,Hamima Pudjiastuti,customer
19035,Surya Sirait,vvip
19036,Carla Andriani,vip
19037,Calista Uyainah,vvip
19038,Caket Latupono,vip
19039,Janet Winarsih,customer
19040,Salman Pangestu,vip
19041,Elisa Susanti,customer
19043,Siska Andriani,vip
19052,Hesti Purwanti,vvip
19053,Faizah Rahimah,vip
19056,Laras Utami,customer
19058,Zelaya Nuraini,customer
19059,Balangga Mahendra,vvip
19061,Elvina Hassanah,vvip
19062,Panca Simbolon,vip
19063,Cindy Maryati,vvip
19065,Salwa Sudiati,customer
19066,Rika Agustina,customer
19067,Umi Yolanda,customer
19070,Rahmi Laksita,vvip
19075,Kiandra Puspasari,vvip
19076,Fitriani Puspasari,vip
19077,Cinthia Farida,vvip
19084,Nyoman Pangestu,vvip
19085,Lintang Sudiati,vip
19088,Cemeti Hutasoit,customer
19089,Zelaya Agustina,customer
19090,Paramita Wastuti,customer
19091,Halima Puspasari,customer
19092,Oni Namaga,customer
19093,Cici Handayani,customer
19095,Endah Kusmawati,vip
19096,Hani Yuliarti,vvip
19098,Dono Halim,vip
19100,Dian Aryani,vvip
19102,Safina Nurdiyanti,customer
19103,Yuni Kuswandari,vvip
19106,Bambang Budiyanto,vvip
19108,Maimunah Pertiwi,vvip
19111,Humaira Hassanah,customer
19114,Queen Yulianti,vvip
19115,Cakrawala Manullang,customer
19116,Zulfa Hariyah,vvip
19120,Nurul Hasanah,customer
19127,Rachel Wijayanti,vvip
19128,Amelia Riyanti,customer
19129,Yessi Hartati,vvip
19134,Halima Agustina,vvip
19138,Lintang Wastuti,vvip
19140,Raden Simanjuntak,vvip
19141,Jarwi Pradipta,vvip
19143,Ifa Hartati,vvip
19144,Kala Manullang,vip
19145,Gina Hastuti,vvip
19146,Ana Padmasari,customer
19147,Hamima Melani,vip
19149,Luluh Kurniawan,vvip
19156,Kemal Marbun,customer
19157,Rahayu Safitri,vip
19158,Kasim Uwais,vvip
19160,Patricia Palastri,customer
19161,Kenes Wibisono,vip
19164,Eli Lailasari,vvip
19165,Maya Namaga,customer
19167,Harimurti Prayoga,vvip
19168,Gading Prasetya,vvip
19169,Anastasia Puspita,customer
19170,Kamaria Melani,vip
19171,Nadine Lailasari,customer
19172,Hana Wastuti,customer
19174,Farah Winarsih,vvip
19175,Hesti Yuniar,customer
19176,Ira Aryani,customer
19178,Latika Lestari,vip
19179,Kamila Purwanti,vvip
19181,Damu Hidayanto,customer
19184,Azalea Safitri,customer
19185,Virman Haryanto,customer
19186,Uda Thamrin,vip
19187,Vivi Fujiati,vvip
19188,Eli Kuswandari,customer
19190,Fitria Laksita,vvip
19193,Paulin Puspita,vvip
19194,Zalindra Rahayu,customer
19195,Devi Handayani,vvip
19196,Asmuni Widodo,customer
19199,Sarah Pertiwi,customer
19201,Unjani Sudiati,vvip
19202,Padmi Wulandari,vvip
19203,Septi Maryati,customer
19204,Lalita Lailasari,customer
19205,Ganda Ramadan,customer
19207,Raden Rajata,customer
19209,Kiandra Yolanda,vip
19213,Sari Susanti,vip
19215,Luluh Hardiansyah,vvip
19216,Salsabila Padmasari,vip
19220,Irnanto Waskita,vvip
19221,Anom Salahudin,customer
19224,Irnanto Anggriawan,customer
19225,Zelaya Andriani,vvip
19226,Cawuk Simbolon,vvip
19230,Amelia Novitasari,vip
19231,Upik Sihombing,vip
19234,Putri Lestari,vip
19236,Cayadi Pradana,vip
19237,Lamar Hidayat,customer
19239,Nadia Hartati,vvip
19240,Azalea Nasyidah,vip
19241,Titin Hassanah,vip
19242,Dalimin Sihombing,vip
19245,Victoria Hartati,vip
19246,Kasim Dabukke,vvip
19250,Nilam Riyanti,customer
19251,Ulva Rahimah,vip
19252,Cornelia Rahimah,customer
19253,Yani Hassanah,vip
19255,Darimin Tamba,vip
19256,Cinta Suryatmi,vvip
19261,Galih Natsir,customer
19262,Raditya Uwais,vip
19263,Zaenab Yuliarti,vvip
19266,Vera Suryatmi,vip
19267,Narji Kusumo,vip
19269,Gasti Nasyiah,vvip
19272,Cager Utama,customer
19274,Amalia Widiastuti,vip
19279,Jessica Wulandari,customer
19283,Gabriella Halimah,customer
19284,Samiah Pertiwi,vvip
19287,Kayla Yolanda,customer
19288,Janet Mulyani,vvip
19289,Mustika Rajasa,vvip
19291,Simon Maulana,vip
19292,Umi Wulandari,customer
19293,Julia Hastuti,customer
19294,Hasna Pertiwi,vvip
19299,Cakrawala Putra,customer
19300,Yessi Agustina,vip
19302,Icha Laksmiwati,customer
19305,Patricia Yulianti,vip
19306,Eka Yulianti,vvip
19308,Queen Purnawati,vvip
19311,Umar Kurniawan,vip
19312,Kala Hidayat,vvip
19314,Dinda Safitri,vvip
19316,Suci Anggraini,vip
19317,Anom Budiyanto,customer
19320,Fathonah Suryatmi,customer
19321,Cakrawala Prabowo,customer
19324,Suci Suryatmi,vvip
19325,Dagel Halim,vip
19327,Wirda Uyainah,customer
19329,Nurul Padmasari,vvip
19330,Alika Handayani,vvip
19334,Ana Laksmiwati,customer
19335,Ira Mulyani,customer
19337,Aswani Sinaga,vvip
19341,Nilam Andriani,customer
19342,Pangestu Marbun,vip
19343,Hendra Prakasa,customer
19344,Jarwadi Pranowo,vip
19346,Agnes Mulyani,vip
19349,Darmaji Waskita,customer
19350,Tari Mardhiyah,customer
19353,Tari Nuraini,vvip
19354,Cornelia Usamah,customer
19355,Harja Sitompul,vvip
19356,Victoria Mandasari,vip
19357,Oskar Simbolon,vvip
19361,Narji Latupono,vvip
19362,Yunita Yuniar,customer
19363,Widya Yolanda,customer
19364,Puspa Novitasari,vip
19366,Alika Palastri,vip
19367,Candra Mangunsong,vvip
19374,Asirwada Thamrin,customer
19375,Cakrabuana Haryanto,vvip
19376,Danang Waluyo,vvip
19381,Nadine Wijayanti,vvip
19386,Aisyah Halimah,vvip
19387,Mulyanto Saptono,vip
19390,Yani Safitri,customer
19392,Daryani Hardiansyah,customer
19393,Lidya Wastuti,vvip
19394,Kezia Maryati,customer
19396,Yulia Mulyani,vip
19397,Hamima Maryati,customer
19398,Kezia Yuniar,vvip
19399,Gawati Namaga,vip
19401,Gina Hariyah,vip
19402,Laswi Ardianto,customer
19407,Ika Nurdiyanti,customer
19408,Kani Uyainah,vip
19413,Tari Susanti,vvip
19415,Vero Salahudin,vvip
19416,Yance Haryanti,vvip
19420,Martaka Tarihoran,vip
19424,Alika Wastuti,customer
19425,Lili Permata,vip
19426,Cakrawangsa Sihotang,vvip
19427,Hamima Wastuti,customer
19429,Ophelia Rahayu,customer
19430,Hani Purnawati,customer
19434,Cengkal Lazuardi,vvip
19435,Respati Pratama,vip
19436,Abyasa Nainggolan,vvip
19438,Ulva Astuti,vip
19443,Kamal Tamba,customer
19447,Nova Nurdiyanti,vvip
19448,Widya Safitri,customer
19453,Hafshah Pudjiastuti,vvip
19455,Janet Andriani,vip
19458,Silvia Usamah,customer
19459,Pia Sudiati,vvip
19460,Cahyadi Prasasta,vvip
19461,Salimah Nurdiyanti,vvip
19463,Lasmanto Tarihoran,vip
19464,Teddy Wibowo,vvip
19465,Jaya Wasita,customer
19466,Hamima Farida,vip
19468,Siti Mardhiyah,customer
19473,Kani Farida,vvip
19474,Jessica Lestari,vvip
19475,Maimunah Mardhiyah,customer
19477,Sabrina Nuraini,vvip
19482,Gawati Lailasari,vip
19485,Kezia Padmasari,customer
19486,Dodo Napitupulu,vip
19487,Betania Mandasari,customer
19495,Bakiadi Natsir,vip
19497,Zamira Namaga,vip
19501,Hilda Puspasari,vvip
19504,Shakila Mandasari,vvip
19505,Paris Melani,vip
19507,Olga Kurniawan,vip
19508,Belinda Susanti,vip
19513,Paramita Yuniar,vvip
19514,Yani Mandasari,vip
19515,Chandra Pradana,customer
19517,Zahra Puspita,vip
19519,Rina Susanti,customer
19520,Jane Uyainah,vip
19522,Viman Mandala,customer
19523,Clara Mandasari,vvip
19525,Tirtayasa Tarihoran,customer
19529,Balangga Prakasa,vvip
19530,Faizah Maryati,customer
19532,Gilda Mardhiyah,vip
19535,Yunita Suryatmi,vvip
19536,Gara Uwais,vvip
19537,Maya Susanti,vip
19539,Tantri Utami,vvip
19541,Cinthia Utami,customer
19542,Ilsa Padmasari,customer
19543,Fathonah Usada,vvip
19546,Kawaya Prabowo,customer
19547,Kamaria Lailasari,customer
19549,Purwadi Mangunsong,vvip
19551,Diah Hariyah,vvip
19552,Yusuf Nashiruddin,vvip
19555,Nasab Napitupulu,customer
19557,Rendy Hidayat,vip
19558,Farah Mandasari,vip
19559,Farhunnisa Fujiati,vip
19560,Salwa Wijayanti,vvip
19562,Zaenab Padmasari,customer
19564,Melinda Susanti,vvip
19566,Tania Maryati,vvip
19567,Viktor Waluyo,vip
19571,Titi Mardhiyah,vip
19574,Jarwa Mandala,vip
19579,Oni Yuliarti,vvip
19580,Patricia Mulyani,customer
19581,Gasti Uyainah,vvip
19583,Rama Mansur,vip
19587,Devi Astuti,vvip
19588,Sakura Novitasari,vvip
19592,Aisyah Suartini,customer
19594,Elma Wastuti,customer
19595,Ade Maryati,vvip
19598,Prabawa Pratama,customer
19600,Queen Pertiwi,customer
19601,Siti Purnawati,vip
19602,Unggul Simbolon,vvip
19603,Nugraha Mansur,customer
19605,Juli Pudjiastuti,vvip
19607,Ami Utami,vip
19608,Reksa Sihombing,vip
19609,Icha Melani,vvip
19610,Yani Puspita,customer
19611,Zizi Maryati,vvip
19614,Sari Hastuti,vip
19615,Puspa Lestari,customer
19617,Olivia Purwanti,customer
19620,Galih Tarihoran,vvip
19622,Artawan Pratama,vvip
19623,Kamila Rahimah,vvip
19626,Ana Yuliarti,vvip
19627,Elon Situmorang,vvip
19629,Martani Firgantoro,vvip
19631,Gilda Fujiati,vvip
19632,Banawi Pangestu,customer
19633,Ade Saptono,customer
19635,Titin Nasyidah,customer
19636,Upik Kuswoyo,customer
19637,Garda Pradipta,vip
19638,Laksana Ramadan,vip
19639,Sakura Rahayu,vvip
19643,Ifa Haryanti,customer
19644,Nadine Wijayanti,vvip
19645,Latika Winarsih,vip
19648,Laras Mayasari,vvip
19650,Prakosa Permadi,vip
19651,Hamima Fujiati,customer
19653,Kiandra Purnawati,vvip
19655,Balapati Hardiansyah,customer
19659,Ifa Wahyuni,customer
19660,Anom Hidayat,vvip
19664,Patricia Laksita,vip
19668,Betania Purnawati,vip
19671,Ciaobella Sudiati,vvip
19672,Novi Anggraini,customer
19674,Lidya Puspita,vip
19676,Padma Palastri,vip
19678,Jamal Pradana,vip
19680,Gina Lestari,vvip
19681,Rafid Megantara,customer
19682,Puti Fujiati,customer
19688,Perkasa Nainggolan,customer
19689,Jelita Hassanah,customer
19691,Paris Laksita,vvip
19695,Paulin Nurdiyanti,vip
19698,Ida Lestari,customer
19703,Uchita Padmasari,vvip
19704,Anastasia Hassanah,vvip
19705,Jamil Ardianto,vip
19706,Simon Marpaung,customer
19707,Oliva Hastuti,customer
19708,Titi Pratiwi,customer
19709,Michelle Mulyani,vvip
19711,Ira Novitasari,vvip
19712,Laksana Hidayat,vip
19713,Ismail Nainggolan,customer
19716,Maryanto Jailani,vvip
19717,Salsabila Novitasari,vip
19718,Paulin Farida,customer
19719,Rachel Hassanah,customer
19721,Eli Rahimah,customer
19723,Ibun Wibowo,vvip
19726,Sakura Yolanda,vvip
19731,Natalia Riyanti,vvip
19732,Heryanto Lazuardi,vvip
19739,Syahrini Anggraini,customer
19741,Raihan Sirait,customer
19744,Lala Purwanti,customer
19745,Adhiarja Prasasta,customer
19750,Hendri Uwais,customer
19753,Jayadi Nababan,vip
19754,Tasnim Sihombing,vip
19759,Umar Siregar,vvip
19765,Nadia Permata,vvip
19766,Putri Andriani,customer
19767,Nrima Santoso,vip
19768,Ilyas Manullang,customer
19769,Luwar Hutagalung,customer
19772,Usman Simanjuntak,customer
19774,Cornelia Wijayanti,customer
19778,Zulfa Yulianti,customer
19779,Tiara Rahimah,vvip
19780,Elvin Rajasa,vvip
19781,Purwa Mahendra,customer
19784,Ophelia Maryati,vip
19787,Lukita Prasetya,customer
19790,Kambali Prayoga,vip
19791,Olivia Pertiwi,customer
19793,Teddy Mangunsong,customer
19794,Virman Habibi,customer
19795,Tantri Maryati,vip
19802,Vinsen Manullang,vip
19804,Emong Firgantoro,vip
19806,Eka Agustina,vvip
19809,Niyaga Saragih,customer
19813,Jefri Siregar,vip
19814,Kayla Prastuti,customer
19815,Daniswara Siregar,customer
19816,Amelia Suartini,customer
19817,Harjaya Firgantoro,vip
19818,Aisyah Laksmiwati,vvip
19819,Rahmi Usada,customer
19823,Tira Aryani,customer
19827,Erik Latupono,customer
19828,Almira Halimah,vip
19829,Sabrina Puspita,vip
19833,Kartika Yulianti,vvip
19834,Silvia Nuraini,customer
19835,Amelia Nurdiyanti,vvip
19836,Cayadi Gunarto,vvip
19837,Humaira Nuraini,vip
19839,Rachel Aryani,vvip
19842,Kala Pradana,vvip
19843,Artanto Natsir,vvip
19845,Bakijan Saputra,vvip
19846,Azalea Suartini,vvip
19847,Oliva Lailasari,vvip
19853,Garan Marbun,vip
19855,Lanang Megantara,customer
19856,Umaya Situmorang,customer
19857,Nadine Mayasari,customer
19860,Hilda Puspasari,vvip
19862,Calista Lailasari,customer
19864,Olivia Farida,vip
19866,Galar Haryanto,customer
19868,Rudi Tamba,customer
19869,Kasiyah Kuswandari,customer
19870,Vanya Prastuti,vip
19871,Harjaya Damanik,vvip
19876,Alika Hastuti,vvip
19877,Qori Laksita,vvip
19882,Salwa Pertiwi,vip
19883,Faizah Anggraini,vip
19884,Taufik Wibisono,customer
19888,Jaiman Tampubolon,vip
19890,Talia Lailasari,vip
19894,Uli Aryani,customer
19895,Warji Pradipta,customer
19897,Halim Kusumo,vip
19899,Ajeng Winarsih,vvip
19900,Puspa Usada,vvip
19901,Ilsa Agustina,vvip
19902,Pranawa Sitompul,vvip
19903,Taswir Waluyo,customer
19904,Chelsea Safitri,vip
19905,Latika Pertiwi,vip
19908,Silvia Usada,vvip
19910,Emas Gunawan,customer
19911,Dimaz Mangunsong,vip
19913,Tira Aryani,vip
19916,Paulin Hastuti,vip
19917,Warsita Firmansyah,vvip
19918,Salimah Riyanti,vip
19919,Yosef Suryono,vvip
19922,Zulaikha Wastuti,vvip
19923,Cayadi Tamba,vip
19924,Suci Hariyah,vvip
19926,Ami Wulandari,customer
19929,Hendra Manullang,vvip
19930,Upik Mustofa,vvip
19936,Kezia Novitasari,vip
19937,Mila Novitasari,vip
19938,Sarah Suryatmi,customer
19940,Puji Purwanti,vip
19941,Irma Agustina,vip
19945,Zelda Purnawati,vip
19947,Cemeti Widodo,vvip
19948,Karya Kurniawan,customer
19950,Vicky Puspita,customer
19953,Hesti Yuliarti,customer
19954,Zahra Padmasari,customer
19956,Maria Kuswandari,vvip
19957,Citra Aryani,vip
19961,Ikin Sitompul,customer
19962,Asirwada Mandala,vip
19963,Carub Najmudin,customer
19968,Laswi Maryadi,vip
19971,Sadina Zulaika,vip
19978,Ida Permata,vvip
19982,Vanesa Winarsih,vvip
19983,Cahyadi Sihombing,customer
19984,Padma Hassanah,vip
19985,Cinta Safitri,vvip
19986,Gilda Hariyah,customer
19987,Oliva Hartati,vvip
19990,Nilam Wahyuni,customer
19991,Purwadi Wijaya,customer
19992,Ida Puspasari,vip
19994,Salimah Wastuti,customer
19996,Yuni Hariyah,customer
19999,Hafshah Hariyah,vvip
20000,Aisyah Aryani,vvip
20001,Widya Zulaika,vip
20002,Hairyanto Hidayat,vvip
20004,Janet Laksmiwati,vip
20006,Jayeng Manullang,vip
20007,Karen Anggraini,vvip
20008,Jaya Salahudin,customer
20009,Siti Kuswandari,vip
20011,Hani Yuniar,vvip
20012,Dina Pudjiastuti,vvip
20016,Bahuraksa Simbolon,customer
20017,Uli Uyainah,vip
20019,Taufan Pangestu,customer
20020,Calista Palastri,vvip
20021,Mutia Yuliarti,vvip
20023,Juli Haryanti,vvip
20025,Vanya Handayani,vip
20027,Hasna Lailasari,customer
20031,Jayadi Hutasoit,vvip
20032,Asmianto Wibisono,vip
20033,Ratna Wulandari,vip
20034,Paramita Laksita,vip
20036,Najwa Nurdiyanti,customer
20038,Purwadi Maheswara,vip
20041,Indra Mahendra,vvip
20049,Bala Gunawan,customer
20052,Ana Purwanti,vip
20054,Ani Purwanti,customer
20056,Anastasia Andriani,customer
20058,Surya Maulana,vvip
20059,Ophelia Nurdiyanti,customer
20060,Rika Handayani,vip
20061,Maryanto Hidayat,customer
20067,Garan Tampubolon,vvip
20068,Puput Novitasari,vvip
20069,Widya Pudjiastuti,customer
20071,Janet Purnawati,vip
20072,Yunita Agustina,customer
20076,Dalima Purwanti,vip
20077,Mala Hariyah,customer
20083,Paulin Padmasari,vvip
20084,Zamira Wulandari,vip
20085,Carub Damanik,vip
20092,Keisha Halimah,vip
20093,Jaya Prakasa,vvip
20094,Bahuwarna Damanik,customer
20095,Gabriella Sudiati,vip
20096,Tedi Sinaga,vvip
20098,Yance Purnawati,vip
20100,Rina Padmasari,vip
20102,Puspa Handayani,vvip
20103,Zalindra Yuliarti,vvip
20104,Kariman Sirait,vvip
20107,Yani Winarsih,vvip
20108,Sari Zulaika,customer
20109,Alambana Anggriawan,vip
20113,Gabriella Yuliarti,customer
20115,Ayu Novitasari,customer
20117,Upik Prabowo,customer
20118,Jagapati Siregar,customer
20119,Mala Widiastuti,customer
20120,Gabriella Halimah,vip
20121,Lidya Pertiwi,vvip
20122,Calista Halimah,vip
20123,Lintang Uyainah,vip
20124,Puti Riyanti,customer
20125,Cinta Winarsih,vip
20126,Azalea Farida,customer
20128,Maimunah Sudiati,vvip
20130,Warsita Wibisono,vvip
20132,Kasim Saputra,customer
20134,Fathonah Hastuti,vip
20135,Ajiono Pratama,customer
20139,Zulaikha Farida,vvip
20140,Salsabila Rahimah,customer
20142,Oni Novitasari,vip
20143,Hartaka Wijaya,vvip
20145,Dian Halimah,vvip
20147,Umi Farida,vip
20148,Cornelia Mandasari,vip
20149,Ana Mandasari,vvip
20152,Azalea Pratiwi,vip
20153,Talia Yulianti,vip
20158,Alika Usamah,customer
20161,Keisha Usamah,vip
20162,Elisa Hassanah,customer
20165,Uchita Mardhiyah,customer
20169,Amelia Wulandari,vip
20170,Ratih Yulianti,vvip
20171,Adikara Pratama,vip
20172,Najwa Laksmiwati,vip
20175,Chandra Kuswoyo,vvip
20177,Zalindra Farida,vvip
20179,Hani Pertiwi,vvip
20180,Titin Permata,customer
20182,Hani Halimah,vip
20183,Padmi Andriani,vip
20184,Karen Nurdiyanti,vip
20186,Agus Manullang,vvip
20188,Gandi Halim,vip
20189,Darmanto Hardiansyah,vvip
20190,Ismail Mahendra,vip
20191,Viktor Zulkarnain,customer
20193,Puti Pertiwi,vip
20196,Cindy Kuswandari,vip
20197,Maya Utami,vip
20200,Jamalia Lestari,vvip
20201,Baktianto Mandala,vvip
20203,Yessi Lailasari,customer
20204,Daryani Najmudin,vvip
20205,Among Mahendra,customer
20206,Nilam Purwanti,vip
20215,Elisa Melani,vip
20218,Pandu Wibowo,customer
20220,Diana Astuti,vip
20223,Yulia Rahimah,vvip
20225,Kania Anggraini,vip
20227,Wage Prabowo,customer
20228,Wahyu Nainggolan,customer
20229,Cinthia Usada,customer
20230,Hana Aryani,vvip
20232,Vivi Mardhiyah,vip
20234,Nilam Rahimah,vip
20236,Lalita Hassanah,customer
20239,Zelaya Rahayu,customer
20241,Bakti Nainggolan,vvip
20245,Rina Hariyah,vvip
20246,Wirda Kusmawati,vip
20248,Cakrabirawa Nashiruddin,vip
20249,Cengkir Saptono,vip
20251,Dina Kuswandari,customer
20252,Faizah Kusmawati,vip
20253,Budi Latupono,customer
20256,Estiono Pangestu,customer
20258,Gina Lestari,vvip
20259,Maimunah Haryanti,vvip
20261,Humaira Lailasari,customer
20262,Najam Wasita,customer
20266,Elvina Haryanti,vip
20267,Bakiman Permadi,vvip
20271,Titin Winarsih,vip
20273,Edison Wahyudin,customer
20275,Ophelia Yuniar,vvip
20278,Ida Lailasari,vip
20280,Salwa Agustina,customer
20283,Salsabila Wastuti,vvip
20284,Fitriani Sudiati,customer
20286,Makara Wibowo,customer
20289,Maya Palastri,vip
20290,Utama Saragih,customer
20292,Zulfa Nuraini,customer
20296,Jayeng Sirait,customer
20297,Lukita Nashiruddin,vip
20301,Gantar Kurniawan,vip
20302,Umi Hartati,vvip
20304,Martaka Saragih,vip
20305,Dipa Hutagalung,vip
20309,Jagaraga Irawan,vip
20310,Carub Maulana,vip
20311,Najib Rajata,vvip
20312,Intan Kuswandari,vvip
20313,Zaenab Namaga,customer
20315,Gina Oktaviani,customer
20316,Ibun Megantara,vip
20317,Hamzah Suryono,vip
20321,Anita Kuswandari,customer
20322,Narji Marbun,customer
20323,Dartono Budiman,vip
20324,Hasim Prayoga,vvip
20325,Qori Pudjiastuti,vvip
20327,Kardi Sihotang,customer
20333,Latika Wulandari,vip
20334,Luluh Latupono,customer
20335,Lega Maryadi,vvip
20338,Vera Agustina,customer
20339,Bakijan Firmansyah,vip
20340,Amelia Widiastuti,vip
20341,Ayu Kuswandari,vip
20345,Ratna Halimah,vvip
20346,Unjani Permata,vvip
20347,Dadi Simanjuntak,customer
20348,Siska Mandasari,customer
20349,Almira Hassanah,customer
20351,Queen Uyainah,customer
20352,Hilda Rahimah,vip
20353,Ade Sudiati,vip
20357,Gamanto Suryono,customer
20358,Paris Fujiati,customer
20359,Galih Budiyanto,customer
20362,Siti Safitri,customer
20366,Zaenab Andriani,customer
20367,Yance Nasyiah,customer
20368,Ina Safitri,vvip
20370,Farah Rahayu,customer
20371,Talia Purwanti,customer
20372,Jarwi Saragih,vip
20374,Juli Rahmawati,vvip
20376,Sari Fujiati,customer
20377,Lidya Lestari,vip
20381,Karen Laksmiwati,vip
20383,Hairyanto Ramadan,vip
20384,Galih Putra,customer
20385,Puput Sudiati,vvip
20388,Manah Ardianto,vvip
20390,Yunita Puspita,vip
20392,Uli Prastuti,vip
20395,Upik Sirait,customer
20396,Betania Halimah,customer
20399,Ulva Purwanti,customer
20402,Luwar Hutagalung,customer
20403,Xanana Mangunsong,vip
20404,Balapati Nugroho,customer
20409,Unjani Wijayanti,vip
20410,Muni Dabukke,vvip
20414,Muhammad Kurniawan,customer
20415,Nurul Agustina,vvip
20416,Indah Nasyidah,customer
20417,Rahayu Nasyidah,customer
20418,Nyana Megantara,vvip
20419,Zulaikha Safitri,vvip
20422,Citra Namaga,customer
20423,Keisha Hariyah,vip
20424,Sari Lestari,vip
20425,Dalima Hastuti,customer
20426,Shania Yulianti,customer
20427,Ika Mulyani,customer
20428,Kemba Gunarto,vip
20431,Putri Yolanda,vip
20435,Cinthia Yolanda,vip
20438,Vivi Namaga,vip
